group_type,group_key,group_name,kanji_list,kanji_count
radical,112,石 (いし),"磯,碓,碍,確,砧,研,硯,碁,硬,砿,砂,砕,砦,碕,磁,硝,礁,石,碩,礎,碇,砥,砺,破,硲,磐,碑,碧,砲,磨,硫,碗,矼,砌,砒,礦,砠,礪,硅,碎,硴,碆,硼,碚,碌,碣,碵,碪,碯,磑,磆,磋,磔,碾,碼,磅,磊,磬,磧,磚,磽,磴,礇,礒,礑,礙,礬,礫,矴,矸,矻,砅,砆,砉,砍,砎,砑,砝,砡,砢,砣,砭,砮,砰,砵,砷,硃,硄,硇,硈,硌,硎,硒,硜,硞,硠,硡,硣,硤,硨,硪,确,硺,硾,碊,碏,碔,碘,碡,碝,碞,碟,碤,碨,碬,碭,碰,碱,碲,碳,碻,碽,碿,磇,磈,磉,磌,磎,磒,磓,磕,磖,磤,磛,磟,磠,磡,磦,磪,磲,磳,礀,磶,磷,磺,磻,磿,礆,礌,礐,礚,礜,礞,礟,礠,礥,礧,礩,礭,礱,礴,礵,𥐮,𥒎,𥓙,𥔎,𥖧,砙,砬,硏,硑,磹,磾,礛,礮,礰,碑",177
radical,1,一 (いち),"一,丑,下,且,丘,三,七,上,丈,丞,世,丁,不,丙,並,万,与,両,丐,丕,丗,丂,丄,丅,丌,丒,丟,丣,两,𠀋,㐂,丏",32
radical,33,Radical 33,"壱,士,壬,声,壮,壷,売,壯,壺,壹,壻,壼,壽,壳,壴",15
radical,10,儿 (にんにょう),"允,兜,兇,兄,元,光,克,児,充,先,兆,兎,党,免,儿,兀,兒,兌,兔,兢,兂,兊,兏,兓,兕,兗,兘,兟,兤,兠,免",31
radical,26,Radical 26,"印,卯,卸,危,却,卿,即,卵,卩,卮,卻,卷,卬,卭,卲,卹,卾,卺,卽",19
radical,57,弓 (ゆみ),"引,弓,強,彊,弦,弧,弘,弱,弾,弛,弔,張,弟,弼,弗,弥,弖,弩,弭,弸,彁,彈,彌,彎,弯,弙,弜,弝,弡,弢,弣,弤,弨,弫,弬,弮,弰,弴,弶,弻,弽,弿,彀,彄,彅,彇,彍,𢎭,弞",49
radical,180,Radical 180,"韻,音,響,韶,韵,韴,韷,韸,韺,響",10
radical,124,Radical 124,"羽,翁,翰,翫,習,翠,翻,耀,翌,翼,翅,翆,翊,翕,翔,翡,翦,翩,翳,翹,羿,翀,翃,翈,翎,翏,翛,翟,翣,翥,翨,翬,翮,翯,翲,翺,翽,翾,翿,𦐂",40
radical,173,雨 (あめ),"雨,雲,霞,雫,需,震,雪,霜,電,雰,霧,雷,零,霊,露,霸,霍,雹,霄,霆,霈,霓,霎,霑,霏,霖,霙,霤,霪,霰,霹,霽,霾,靄,靆,靈,靂,靉,雩,雯,雱,雺,霂,霃,霅,霉,霚,霛,霝,霡,霢,霣,霨,霱,霳,靁,靃,靊,靎,靏,䨩,霔,霶,霻,靇,靍",66
radical,196,鳥 (とり),"鵜,鴛,鴬,鴎,鴨,鶏,鴻,鵠,鷺,鴫,鷹,鳥,鶴,鴇,鳶,鳩,鳳,鵬,鵡,鳴,鷲,鳧,鳬,鳰,鴉,鴈,鳫,鴃,鴆,鴪,鴦,鶯,鴣,鴟,鵄,鴕,鴒,鵁,鴿,鴾,鵆,鵈,鵝,鵞,鵤,鵑,鵐,鵙,鵲,鶉,鶇,鶫,鵯,鵺,鶚,鶤,鶩,鶲,鷄,鷁,鶻,鶸,鶺,鷆,鷏,鷂,鷙,鷓,鷸,鷦,鷭,鷯,鷽,鸚,鸛,鸞,鳦,鳲,鳷,鳹,鴋,鴂,鴑,鴗,鴘,鴜,鴝,鴞,鴯,鴰,鴲,鴳,鴴,鴺,鴼,鵅,鴽,鵂,鵃,鵇,鵊,鵓,鵔,鵟,鵣,鵢,鵥,鵩,鵪,鵫,鵰,鵶,鵷,鵻,鵼,鵾,鶃,鶄,鶆,鶊,鶍,鶎,鶒,鶓,鶕,鶖,鶗,鶘,鶡,鶪,鶬,鶮,鶱,鶵,鶹,鶼,鶿,鷃,鷇,鷉,鷊,鷔,鷕,鷖,鷗,鷚,鷞,鷟,鷠,鷥,鷧,鷩,鷫,鷮,鷰,鷳,鷴,鷾,鸊,鸂,鸇,鸎,鸐,鸑,鸒,鸕,鸖,鸙,鸜,鸝,𩿎,𪀚,𪀯,𪂂,𪃹,𪆐,䳄,䳑,䴇,鵒,鵳,鶙,鶽,鷀,鷣,鸍",186
radical,116,Radical 116,"窺,竃,究,窮,空,窟,窪,穴,窄,窃,穿,窓,窒,突,窯,穹,穽,窈,窗,窕,窘,窖,窩,竈,窰,窶,竅,竄,窿,竇,竊,穵,穸,穾,窀,窂,窅,窆,窊,窋,窐,窑,窔,窞,窠,窣,窬,窳,窵,窹,窻,窼,竆,竉,𥧄,𥧔,䆴,䆿,窾,突",60
radical,134,Radical 134,"臼,興,舉,臾,舁,舂,舅,與,舊,臽,臿,舀,舃,𦥑,𦥯,舄",16
radical,27,Radical 27,"厩,厭,原,厳,厚,厨,厄,厘,厂,厖,厠,厦,厥,厮,厰,厃,厇,厈,厎,厓,厔,厙,厝,厡,厤,厪,厫,厯,厲,厴,厵",31
radical,97,Radical 97,"瓜,瓢,瓠,瓣,瓞,瓟,瓤",7
radical,29,Radical 29,"叡,及,叉,取,受,収,叔,叙,双,叢,反,叛,又,友,叟,叏,叒,叓,叕,叚,叝,叞,叠,𠬝,㕝,㕞",26
radical,59,Radical 59,"影,形,彩,彰,彫,彦,彪,彬,彡,彭,彣,彤,彧,彯,彲",15
radical,73,Radical 73,"曳,曲,更,最,書,曾,曽,曹,替,會,曼,曰,曵,曷,曺,朅,朇,朁",18
radical,96,玉/王 (たま),"瑛,王,珂,環,玩,球,玉,琴,玖,珪,現,瑚,瑳,珊,璽,珠,瑞,琢,珍,琶,班,琵,理,璃,琉,琳,瑠,玲,珈,玳,珎,玻,珀,珥,珮,珞,璢,琅,瑯,琥,珸,琲,琺,瑕,琿,瑟,瑙,瑁,瑜,瑩,瑰,瑣,瑪,瑶,瑾,璋,璞,璧,瓊,瓏,瓔,珱,瑤,玎,玐,玓,玕,玗,玘,玜,玞,玟,玠,玢,玥,玦,玪,玫,玭,玵,玷,玹,玼,玽,玿,珅,珆,珉,珋,珌,珏,珒,珓,珖,珙,珝,珡,珣,珦,珧,珩,珴,珵,珷,珹,珺,珻,珽,珿,琀,琁,琄,琇,琊,琑,琚,琛,琤,琦,琨,琩,琪,琫,琬,琭,琮,琯,琰,琱,琹,瑀,瑃,瑄,瑆,瑇,瑋,瑍,瑑,瑒,瑗,瑝,瑢,瑦,瑧,瑨,瑫,瑭,瑮,瑱,瑲,璀,璁,璅,璆,璇,璉,璏,璐,璑,璒,璘,璙,璚,璜,璟,璠,璡,璣,璦,璨,璩,璪,璫,璮,璯,璱,璲,璵,璹,璻,璿,瓈,瓉,瓌,瓐,瓓,瓘,瓚,瓛,𤩍,玊,玔,玨,琓,瑓,璈,璗,璥,璺,瓖,琢",201
radical,108,Radical 108,"盈,益,監,皿,盛,盗,盃,盤,盆,盟,盜,盂,盍,盖,盒,盞,盡,盥,盧,盪,盁,盅,盉,盋,盌,盎,盔,盙,盠,盦,盨,盬,𥁊,𥁕",34
radical,113,示/礻 (しめす),"頴,禍,祈,祇,禦,禁,祁,祭,祉,示,社,祝,祥,神,禅,祖,禎,祷,禰,祢,票,福,祐,礼,禄,祀,祠,祗,祟,祚,祕,祓,祺,祿,禊,禝,禧,禪,禮,禳,禀,礻,礽,礿,祄,祅,祆,祊,祋,祏,祑,祔,祘,祛,祜,祧,祩,祫,祲,祹,祻,祼,祾,禋,禌,禑,禓,禔,禕,禖,禘,禛,禜,禡,禨,禩,禫,禯,禱,禴,䄅,神,祥,福,社,祉,祈,祐,祖,祝,禍,禎",92
radical,144,Radical 144,"衛,街,行,衡,術,衝,衍,衒,衙,衞,衢,衎,衑,衕,衖,衘,衚,衜,衟,衠",20
radical,167,金/釒 (かね),"鋭,鉛,鎧,鈎,釜,鎌,鑑,鋸,鏡,錦,金,銀,釧,鍬,鍵,鈷,鉱,鋼,鎖,錯,錆,錫,銃,鋤,鉦,鍾,鐘,錠,針,錐,錘,銭,銑,鎗,鐸,鍛,鋳,銚,鎮,鎚,鍔,釣,釘,鏑,鉄,鍍,鐙,銅,鈍,鍋,鉢,錨,鋲,鋪,鋒,鉾,釦,銘,鑓,鈴,錬,録,釖,釟,釡,釛,釼,釵,釶,鈞,釿,鈔,鈬,鈕,鈑,鉞,鉗,鉅,鉉,鉤,鉈,銕,鈿,鉋,鉐,銜,銖,銓,銛,鉚,鋏,銹,銷,鋩,錏,鋺,鍄,錮,錙,錢,錚,錣,錺,錵,錻,鍜,鍠,鍼,鍮,鍖,鎰,鎬,鎭,鎔,鎹,鏖,鏗,鏨,鏥,鏘,鏃,鏝,鏐,鏈,鏤,鐚,鐔,鐓,鐃,鐇,鐐,鐶,鐫,鐵,鐡,鐺,鑁,鑒,鑄,鑛,鑠,鑢,鑞,鑪,鈩,鑰,鑵,鑷,鑽,鑚,鑼,鑾,钁,鑿,釓,釔,釗,釙,釚,釞,釤,釥,釩,釪,釬,釭,釮,釯,釰,釱,釷,釹,釻,釽,鈀,鈁,鈄,鈅,鈆,鈇,鈉,鈊,鈌,鈐,鈒,鈓,鈖,鈘,鈜,鈝,鈣,鈤,鈥,鈦,鈨,鈮,鈯,鈰,鈳,鈵,鈶,鈸,鈹,鈺,鈼,鈾,鉀,鉂,鉃,鉆,鉇,鉊,鉍,鉎,鉏,鉑,鉘,鉙,鉜,鉝,鉠,鉡,鉥,鉧,鉨,鉩,鉮,鉯,鉰,鉵,鉶,鉷,鉸,鉹,鉻,鉼,鉽,鉿,銈,銉,銊,銍,銎,銒,銗,銙,銟,銠,銤,銥,銧,銨,銫,銯,銲,銶,銸,銺,銻,銼,銽,銿,鋀,鋁,鋂,鋃,鋅,鋆,鋇,鋈,鋋,鋌,鋍,鋎,鋐,鋓,鋕,鋗,鋘,鋙,鋜,鋝,鋟,鋠,鋡,鋣,鋥,鋧,鋨,鋬,鋮,鋰,鋹,鋻,鋿,錀,錂,錈,錍,錑,錔,錕,錜,錝,錞,錟,錡,錤,錥,錧,錩,錪,錳,錴,錶,錷,鍇,鍈,鍉,鍐,鍑,鍒,鍕,鍗,鍘,鍚,鍞,鍤,鍥,鍧,鍩,鍪,鍭,鍯,鍰,鍱,鍳,鍴,鍶,鍺,鍽,鍿,鎀,鎁,鎂,鎈,鎊,鎋,鎍,鎏,鎒,鎕,鎘,鎛,鎞,鎡,鎣,鎤,鎦,鎨,鎫,鎴,鎵,鎶,鎺,鎩,鏁,鏄,鏅,鏆,鏇,鏉,鏊,鏋,鏌,鏍,鏓,鏙,鏜,鏞,鏟,鏢,鏦,鏧,鏹,鏷,鏸,鏺,鏻,鏽,鐁,鐂,鐄,鐈,鐉,鐍,鐎,鐏,鐕,鐖,鐗,鐟,鐮,鐯,鐱,鐲,鐳,鐴,鐻,鐿,鐽,鑃,鑅,鑈,鑊,鑌,鑕,鑙,鑜,鑟,鑡,鑣,鑨,鑫,鑭,鑮,鑯,鑱,鑲,钄,钃,𨥆,𨥉,𨥫,𨦇,𨦈,𨦺,𨦻,𨨞,𨨩,𨩃,𨩱,𨪙,𨫍,𨫝,𨫤,𨯁,𨯯,鈗,鉖,鋷,錄,鍊,鍫,鏱,鏵",456
radical,104,Radical 104,"疫,癌,痕,痔,疾,症,疹,痩,痴,痛,痘,疲,病,癖,癒,痢,療,疔,疚,疝,疥,疣,痂,疳,痃,疵,疽,疸,疼,疱,痍,痊,痒,痙,痣,痞,痾,痿,痼,瘁,痰,痺,痲,痳,瘋,瘍,瘉,瘟,瘧,瘠,瘡,瘢,瘤,瘴,瘰,瘻,癇,癈,癆,癜,癘,癡,癢,癨,癩,癪,癧,癬,癰,癲,疒,疓,疕,疙,疜,疢,疤,疴,疺,疿,痀,痁,痄,痆,痌,痎,痏,痗,痜,痟,痠,痡,痤,痧,痬,痮,痯,痱,痹,瘀,瘂,瘃,瘄,瘇,瘈,瘊,瘌,瘏,瘒,瘓,瘕,瘖,瘙,瘛,瘜,瘝,瘞,瘣,瘥,瘦,瘩,瘭,瘲,瘳,瘵,瘸,瘹,瘺,瘼,癊,癀,癁,癃,癄,癅,癉,癋,癕,癙,癟,癤,癥,癭,癮,癯,癱,癴,𤸎,𤸷,𤹪,𤺋,㽲,㽵,㽷,㾮,㿉,㿗,疰,疷,痓,痝,瘘,瘨",163
radical,187,馬 (うま),"駅,駕,騎,驚,駆,駈,駒,験,駿,騒,駄,騨,馳,駐,騰,馴,馬,駁,馭,馮,馼,駟,駛,駝,駘,駑,駭,駮,駱,駲,駻,駸,騁,騏,騅,駢,騙,騫,騷,驅,驂,驀,驃,騾,驕,驍,驛,驗,驟,驢,驥,驤,驩,驫,驪,馰,馱,馲,馵,馹,馺,馽,馿,駃,駉,駓,駔,駙,駚,駜,駞,駧,駪,駫,駬,駰,駴,駵,駹,駽,駾,騂,騃,騄,騋,騌,騐,騑,騖,騞,騠,騢,騣,騤,騧,騭,騮,騳,騵,騶,騸,驇,驁,驄,驊,驋,驌,驎,驑,驔,驖,驝,𩣆,䯂,駼,騊,騚,騱,驒,驘",120
radical,156,Radical 156,"越,起,趣,趨,走,超,赴,赱,赳,趁,趙,赿,趂,趄,趈,趍,趐,趑,趕,趞,趟,趠,趦,趫,趬,趯,趲",27
radical,13,冂 (けいがまえ),"円,再,冊,内,冒,冂,囘,册,冉,冏,冑,冓,冕,冐,冃,冄,冋,冎,㒼",19
radical,54,Radical 54,"延,廻,建,廷,廼,廴,廸,𢌞,廹,廽",10
radical,94,犬/犭 (いぬ),"猿,獲,狂,狭,狗,犬,献,狐,獄,狛,獅,狩,獣,状,狙,狸,猪,独,猫,狽,犯,猛,猶,猷,猟,狼,犹,犲,狃,狆,狄,狎,狒,狢,狠,狡,狹,狷,猗,猊,猜,猖,猝,猴,猯,猩,猥,猾,獎,獏,獗,獪,獨,獰,獸,獵,獻,獺,犭,犮,犱,犴,犾,狁,狇,狉,狌,狕,狖,狘,狟,狥,狳,狴,狺,狻,狾,猂,猄,猅,猇,猋,猍,猒,猓,猘,猙,猞,猢,猤,猧,猨,猬,猱,猲,猵,猺,猻,猽,獃,獍,獐,獒,獖,獘,獝,獞,獟,獠,獦,獧,獩,獫,獬,獮,獯,獱,獷,獹,獼,玀,玁,玃,𤟱,𤢖,㹠,㹦,㹨,㺃,㺔,犰,狀,猳,猹,猪",135
radical,139,Radical 139,"艶,色,艷,艴",4
radical,70,Radical 70,"於,旗,施,旋,族,方,旅,旃,旆,旁,旄,旌,旒,旛,旙,斿,旂,旈,旉,旎,旐,旔,旖,旘,旟",25
radical,100,Radical 100,"甥,産,生,甦,甠,甡,甤,甧",8
radical,17,凵 (かんにょう),"凹,凶,出,凸,函,凵,凾,凷",8
radical,60,彳 (ぎょうにんべん),"往,徽,径,後,御,従,循,徐,征,待,徴,徹,徒,得,徳,彼,微,復,役,律,彳,彷,徃,徂,彿,徊,很,徑,徇,從,徙,徘,徠,徨,徭,徼,彴,彵,彸,彺,彽,彾,徉,徍,徏,徖,徜,徝,徢,徧,徫,徤,徬,徯,徰,徱,徸,徵,德",59
radical,76,Radical 76,"欧,歌,款,歓,欺,欣,欽,欠,次,歎,欲,欸,欷,欹,歇,歃,歉,歐,歙,歔,歛,歟,歡,欤,欨,欫,欬,欯,欵,欶,欻,欿,歆,歊,歍,歒,歖,歘,歝,歠,㰦",41
radical,79,Radical 79,"殴,殻,毅,殺,段,殿,毀,殳,殷,殼,毆,殸,殹,殽,殾,毃,毄,毉,𣪘,毇,毈,殺",22
radical,201,Radical 201,"黄,黌,黆,黈,黋,黃",6
radical,46,山 (やま),"岡,峨,崖,岳,岸,巌,岩,岐,峡,嵯,崎,山,峻,崇,嵩,岨,岱,島,嶋,峠,峰,峯,崩,岬,嵐,嶺,屶,屹,岌,岑,岔,岫,岻,岶,岼,岷,峅,岾,峇,峙,峩,峽,峺,峭,嶌,峪,崋,崕,崗,嵜,崟,崛,崑,崔,崢,崚,崙,崘,嵌,嵒,嵎,嵋,嵬,嵳,嵶,嶇,嶄,嶂,嶢,嶝,嶬,嶮,嶽,嶐,嶷,嶼,巉,巍,巓,巒,巖,屴,屵,屺,屻,屼,屽,岇,岈,岊,岏,岒,岝,岟,岠,岢,岣,岦,岪,岲,岴,岵,岺,峉,峋,峒,峝,峗,峮,峱,峲,峴,崁,崆,崍,崒,崫,崣,崤,崦,崧,崱,崴,崹,崽,崿,嵂,嵃,嵆,嵈,嵕,嵑,嵙,嵊,嵟,嵠,嵡,嵢,嵤,嵪,嵭,嵰,嵹,嵺,嵾,嵿,嶁,嶃,嶈,嶊,嶒,嶓,嶔,嶕,嶙,嶛,嶟,嶠,嶧,嶫,嶰,嶴,嶸,嶹,巃,巇,巋,巐,巎,巘,巙,𡴭,𡵅,𡵢,𡵸,𡶒,𡶜,𡶡,𡶷,𡷠,𡸳,𡸴,𡼞,𡽶,㟁,㟢,㟨,㟴,㟽,㠀,岧,岭,峐,崐,崝,崠,嵇,嵓,嶗,嶤,巑,巗,﨑",203
radical,44,Radical 44,"屋,居,局,屑,屈,屍,屡,尺,尻,尽,層,属,展,屠,届,尼,尿,尾,履,尸,尹,屁,屆,屎,屓,屐,屏,屬,屙,屚,屜,屢,屣,屧,屨,屩,屭,𡱖,㞍,屛,屟,層",42
radical,93,Radical 93,"牡,犠,牛,牽,犀,牲,特,物,牧,牟,牝,牢,牴,牾,犂,犁,犇,犒,犖,犢,犧,牜,牞,牠,牣,牨,牫,牮,牯,牱,牷,牸,牻,牼,牿,犄,犉,犍,犎,犓,犛,犨,𤘩,𤚥,㸿",45
radical,5,乙 (おつ),"乙,乾,亀,九,乞,乳,也,乱,亂,乢,乚,乜,乣,乨,乩,乴,乵,乹,乿",19
radical,21,Radical 21,"化,匙,北,匕,匘",5
radical,19,力 (ちから),"加,劾,勘,勧,勤,勲,功,効,劫,助,勝,勢,勅,努,動,勉,募,勃,務,勇,力,励,劣,労,劬,劭,劼,劵,勁,勍,勗,勞,勣,勦,勠,勳,勵,勸,勒,劜,劤,劥,劦,劧,劯,劰,劶,劷,劸,劺,劻,劽,勀,勄,勆,勈,勌,勏,勑,勔,勖,勛,勜,勡,勥,勨,勩,勪,勬,勰,勱,勴,勶,勷,𠠺,𠢹,㔟,勊,勐,勉,勤",81
radical,35,Radical 35,"夏,夊,夐,夋,夌,夒,夓,夔,复",9
radical,118,竹 (たけ),"箇,笠,竿,管,簡,笈,筋,策,笹,算,竺,篠,笑,笥,籍,節,箭,第,箪,築,竹,筑,笛,等,答,筒,篤,箔,箱,箸,筈,筏,範,簸,筆,符,箆,篇,簿,箕,簾,篭,簒,笂,笏,笊,笆,笳,笘,笙,笞,笵,笨,笶,筐,筺,笄,筍,笋,筌,筅,筵,筥,筴,筧,筰,筱,筬,筮,箝,箘,箟,箍,箜,箚,箋,箒,箏,筝,箙,篋,篁,篌,篏,箴,篆,篝,篩,簑,簔,篦,篥,籠,簀,簇,簓,篳,篷,簗,簍,篶,簣,簧,簪,簟,簷,簫,簽,籌,籃,籔,籏,籀,籐,籘,籟,籤,籖,籥,籬,竻,竽,竾,笇,笔,笟,笣,笧,笩,笪,笫,笭,笮,笯,笰,笱,笴,笽,笿,筀,筁,筇,筎,筕,筠,筤,筦,筩,筪,筭,筯,筲,筳,筷,箄,箉,箎,箐,箑,箖,箛,箞,箠,箥,箬,箯,箰,箲,箵,箶,箺,箻,箼,箽,篂,篅,篈,篊,篔,篖,篗,篙,篚,篛,篨,篪,篲,篴,篵,篸,篹,篺,篼,篾,簁,簂,簃,簄,簆,簉,簋,簌,簎,簏,簙,簛,簠,簥,簦,簨,簬,簱,簳,簴,簶,簹,簺,籆,籊,籕,籑,籒,籓,籙,籚,籛,籜,籝,籞,籡,籣,籧,籩,籭,籮,籰,籲,𥫣,𥫤,𥫱,𥮲,𥱋,𥱤,𥶡,䇦,䇮,䇳,䈇,䈎,䉤,笒,笻,筹,筿,篰,簞,籅,籗,籯,節",260
radical,154,貝 (かい),"貨,賀,貝,貫,贋,貴,賢,貢,購,財,賛,資,賜,質,賞,責,賎,贈,賊,貸,貯,賃,貞,貼,賭,賑,買,賠,販,費,貧,賓,負,賦,貿,貰,賂,賄,貭,貪,貽,貲,貳,貮,貶,賈,賁,賤,賣,賚,賽,賺,賻,贄,贅,贊,贇,贏,贍,贐,贓,賍,贔,贖,貤,貹,貺,賅,賆,賉,賋,賏,賖,賕,賙,賝,賡,賨,賬,賯,賰,賲,賵,賷,賸,賾,賿,贁,贃,贉,贒,贗,贛,𧶠,𧸐,賱,賴,贎,賓,贈",100
radical,92,Radical 92,"牙,牚",2
radical,131,Radical 131,"臥,臣,臨,臧,臤,𦣝,𦣪",7
radical,172,隹 (ふるとり),"雅,雁,雇,雑,雌,集,雛,雀,隻,難,隼,雄,離,雙,雖,隹,雎,雋,雉,雍,雜,雕,隺,雊,雒,嶲,雘,雚,雝,雞,雟,𨿸,䧺,䨄,隽,難",36
radical,148,Radical 148,"解,角,触,觚,觜,觝,觧,觴,觸,觔,觕,觖,觗,觘,觥,觩,觫,觭,觱,觳,觶,觹,觽,觿,䚡",25
radical,66,Radical 66,"改,敢,救,教,敬,故,攻,散,数,政,整,敵,敦,敗,敏,敷,放,攴,攵,攷,收,攸,效,敖,敕,敍,敘,敞,敝,敲,數,斂,斃,攺,攼,攽,敃,敇,敉,敐,敒,敔,敟,敠,敧,敫,敺,敽,斁,斅,敄,斄,敏",53
radical,194,Radical 194,"魁,鬼,魂,魔,魅,魄,魃,魏,魍,魎,魑,魘,鬽,魈,魋,魌,魕,魖,魗,䰠",20
radical,106,Radical 106,"皆,皇,皐,的,白,百,皀,皃,皈,皋,皎,皖,皓,皙,皚,皁,皅,皌,皍,皕,皛,皜,皝,皟,皠,皢,皣,皤,皥,皦,皧,皨,皪,皭,皞,皡",36
radical,16,几 (つくえ),"凱,処,凧,凪,凡,几,凩,凭,凰,凢,凥,凮,凲,凳,凴,𠘨",16
radical,36,Radical 36,"外,夙,多,夢,夜,夕,夘,夛,夥,夝,夡,夣,夤",13
radical,188,Radical 188,"骸,骨,髄,骭,骰,骼,髀,髏,髑,髓,體,骪,骬,骮,骯,骲,骴,骵,骶,骹,骻,骾,骿,髁,髃,髆,髈,髎,髐,髒,髕,髖,髗,𩩲,䯊,䯒,骷",37
radical,186,Radical 186,"馨,香,馥,馛,馝,馟,馦,馞,馣",9
radical,18,刀/刂 (かたな),"劃,割,刈,刊,刑,劇,券,剣,剛,刻,剤,削,刷,刺,初,剰,刃,制,切,前,創,則,剃,刀,到,剥,判,副,分,別,剖,利,劉,列,刄,刋,刔,刎,刧,刪,刮,刳,刹,剏,剄,剋,剌,剞,剔,剪,剴,剩,剳,剿,剽,劍,劔,劒,剱,劈,劑,刁,刂,刅,划,刓,刕,刖,刘,刢,刨,刱,刲,刵,刼,剅,剉,剕,剗,剘,剚,剜,剟,剠,剡,剦,剮,剷,剸,剹,劀,劂,劅,劊,劌,劓,劕,劖,劗,劘,劚,𠝏,𠠇,㓛,剝,剬,劄",107
radical,147,Radical 147,"覚,観,規,見,視,親,覗,覧,覓,覘,覡,覩,覦,覬,覯,覲,覺,覽,覿,觀,覍,覐,覔,覕,覛,覜,覟,覠,覥,覰,覴,覵,覶,覷,覼,視",36
radical,155,Radical 155,"赫,赦,赤,赧,赭,赥,赩,赬,赮",9
radical,159,Radical 159,"較,轄,軌,輝,轡,軍,軽,軒,轟,載,軸,車,輯,轍,転,軟,輩,輔,輸,輿,輪,軋,軛,軣,軼,軻,軫,軾,輊,輅,輕,輒,輙,輓,輜,輟,輛,輌,輦,輳,輻,輹,轅,轂,輾,轌,轉,轆,轎,轗,轜,轢,轣,轤,軏,軑,軔,軜,軨,軮,軰,軱,軷,軹,軺,軭,輀,輂,輇,輈,輏,輐,輖,輗,輘,輞,輠,輡,輣,輥,輧,輨,輬,輭,輮,輴,輵,輶,輷,輺,轀,轁,轃,轇,轏,轑,轒,轓,轔,轕,轘,轝,轞,轥,𨋳,𨏍,䡄,䡎,輫,轊",110
radical,39,Radical 39,"学,季,孤,孔,孝,子,孜,字,存,孫,孟,孑,孕,孚,孛,孥,孩,孰,孳,孵,學,孺,孱,孒,孖,孞,孨,孮,孯,孼,孽,孾,孿",33
radical,181,Radical 181,"額,顎,頑,顔,願,頚,顕,顧,項,頃,順,須,頗,題,頂,顛,頭,頓,頒,頻,頁,頬,預,頼,領,類,頏,頌,頸,頤,頡,頷,頽,顆,顏,顋,顫,顯,顰,顱,顴,顳,頇,頊,頙,頍,頎,頔,頖,頜,頞,頠,頣,頦,頫,頮,頯,頰,頲,頳,頵,頥,頾,顄,顇,顊,顑,顒,顓,顖,顗,顙,顚,顢,顣,顥,顦,顪,顬,𩒐,䪼,頄,類,頻",84
radical,98,Radical 98,"瓦,甑,瓶,瓧,瓩,瓮,瓲,瓰,瓱,瓸,瓷,甄,甃,甅,甌,甎,甍,甕,甓,瓨,瓪,瓫,瓯,瓴,瓺,瓻,瓼,瓿,甆,甒,甖,甗,𤭖,𤭯,甁",35
radical,14,冖 (わかんむり),"冠,写,冗,冨,冥,冖,冤,冦,冢,冩,冪,冘,冝,冡,冣,㓁",16
radical,49,Radical 49,"巻,己,巷,巽,巴,巳,已,巵,巸,巹,㠯",11
radical,51,Radical 51,"干,幹,幸,年,平,幵,并,幷",8
radical,99,Radical 99,"甘,甚,甜,甞",4
radical,109,目 (め),"看,眼,県,瞬,盾,省,真,睡,相,着,眺,直,瞳,督,眉,瞥,睦,眠,盲,目,瞭,盻,眈,眇,眄,眩,眤,眞,眥,眦,眛,眷,眸,睇,睚,睨,睫,睛,睥,睿,睾,睹,瞎,瞋,瞑,瞠,瞞,瞰,瞶,瞹,瞿,瞼,瞽,瞻,矇,矍,矗,矚,盰,盱,盶,盹,盼,眀,眆,眊,眎,眒,眔,眕,眗,眙,眚,眜,眢,眨,眭,眮,眯,眴,眵,眶,眹,眽,眾,睂,睅,睆,睊,睍,睎,睏,睒,睖,睗,睜,睞,睟,睠,睢,睤,睧,睪,睬,睰,睲,睳,睴,睺,睽,瞀,瞄,瞌,瞍,瞔,瞕,瞖,瞚,瞟,瞢,瞧,瞪,瞮,瞯,瞱,瞵,瞾,矃,矉,矑,矒,矕,矙,𥄢,𥆩,𥇍,𥇥,𥈞,𥉌,䀹,䁘,睘,睼,瞤,瞩",145
radical,121,Radical 121,"缶,缸,缺,罅,罌,罍,罎,罐,缼,缻,缽,缾,缿,罃,罄,罇,罏,䍃",18
radical,137,Radical 137,"艦,舷,航,舟,船,舵,艇,舶,般,舩,舫,舸,舳,艀,艙,艘,艝,艚,艟,艤,艢,艨,艪,艫,舮,舡,舢,舨,舲,舴,舺,艃,艄,艅,艆,艋,艎,艏,艑,艖,艜,艠,艣,艧,艭,𦨞,𦩘,𦪌,𦪷,䑶,䑺,舼,艉,艗",54
radical,178,Radical 178,"韓,韋,韜,韌,韍,韎,韐,韑,韔,韗,韘,韙,韝,韞,韠,韛,韡,韤",18
radical,135,Radical 135,"舘,舌,舒,舍,舐,舖,舏,舓,舔,舙,舚,𦧝,䑛",13
radical,3,丶 (てん),"丸,主,丹,丶,丼",5
radical,50,Radical 50,"希,帰,巾,市,師,常,帥,席,帯,帖,帳,帝,幡,帆,布,幅,幣,帽,幌,幕,帋,帚,帙,帑,帛,帶,帷,幄,幃,幀,幎,幗,幔,幟,幢,幤,幇,帀,帇,帍,帒,帔,帕,帘,帟,帠,帮,帨,帲,帵,帾,幋,幐,幉,幑,幖,幘,幛,幜,幞,幨,幪,幫,幬,幭,幮,幰,𢅻,㠶,㡀,㡜,㡡",72
radical,52,Radical 52,"幾,幻,幽,幼,幺",5
